,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
COG,0.00014020913651389874,1.3262988192514326e-10,0.00014110922777714471,1.3978437466416517e-10,0.00019311213897771145,1.4299414938339017e-10,0.00020945172903761593,1.9218952654477258e-10,0.0001549855333931709,1.391145413282611e-10,,,,,0.00010712096071926391,2.6961405003041725e-10,0.00017578042375569137,1.3882877342690795e-10,9.71300324992723e-05,1.6168648202829468e-10,8.009447679353043e-05,1.4133932289528879e-10,0.00013173035505235835,1.5055448119867874e-10,8.352212812677607e-05,1.4992715018766535e-10,,,,,,,0.0001304362856921856,1.347906450131973e-10,0.00021401322208301288,3.308204093576667e-12,,,,,0.0001352997916467006,1.3470296664093932e-10,0.00010448350136703019,1.670485177048036e-10,,,0.0001810725867500817,1.8670317212139406e-10,,,4.9955443893128836e-05,5.743877059809452e-11,0.0001920585175364653,2.3351366240062473e-10,2.8425680289903653e-05,5.397207128627351e-11,2.8425680289903653e-05,5.397207128627351e-11,3.2548722681807e-05,3.863764926112001e-11,2.3065444787437567e-05,3.263454875905837e-11,0.0003979126238701633,2.0304216073107896e-10,3.455179145215206e-05,3.670149180473437e-11,9.630364948612479e-06,5.635747210022133e-15,6.657760703263857e-06,4.102708615358161e-15,8.992354522934717e-06,2.8925545021913007e-11
COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.002620574355454725,2.5259538069991613e-07,0.0005255440386178116,1.4269127212455091e-08,0.0016791574283677821,7.230765881715446e-07,1.4717184393080494e-05,8.871785163751008e-14,0.002211193620261173,5.447710954989429e-07,,,,,0.0007347312473521735,1.2483256387588081e-08,0.0008047427058651065,7.445826121517408e-09,0.0006377752507228544,2.1391971540965935e-09,0.0013914449740221608,2.5723921416828643e-08,0.002862913496090623,3.003211470835512e-07,0.0013175818930776613,2.511436047273304e-08,,,0.0007155070329584477,4.0330078794815705e-08,,,6.321134787918845e-07,2.5791696491464797e-16,0.0003215534587785516,2.783393924034513e-08,0.00156229980029383,7.760702259558667e-11,,,0.00218698373682692,4.055362138918397e-08,0.0008803658526300635,4.438973081216669e-08,,,0.0006755145712764104,1.6397264873982686e-08,5.922887099313764e-07,2.823294839029862e-16,0.0004935916977945654,1.3407301048350932e-08,0.00040972055167208207,2.9471796695453452e-08,0.00035994976949194806,5.525146441159081e-07,0.00035994976949194806,5.525146441159081e-07,0.00035391905987096453,1.4472855478078868e-06,0.000551218028502321,1.138839244319051e-06,0.0009322220205014019,4.35930539270917e-07,0.0006752773558472942,1.5245390811397206e-06,7.803704529773389e-05,3.3682477848369054e-13,5.208052868411213e-05,2.3342112562104555e-13,9.158714699448668e-05,4.277296667269209e-07
CHN,3.626531391915161e-05,2.395437723770507e-08,0.00014106295317541312,1.169878800032661e-08,2.751879183172363e-05,1.4476957630892346e-08,2.7568628001041893e-05,1.1757941295746223e-08,3.956873087222682e-05,1.2550928518836219e-08,3.879483078040234e-06,7.678486386027315e-14,4.590021759814363e-06,3.9403207803926416e-12,3.5094293031451656e-05,3.523126795964498e-15,0.00014713410456600754,1.3274769593695854e-08,,,5.044154229840249e-05,1.7963681216212034e-08,4.352667749991978e-05,1.3184562963760843e-08,7.643001116184811e-05,1.2314345781782075e-08,,,4.010533778460859e-06,1.0848814740784345e-15,2.8021646859201408e-05,1.188873903864249e-08,3.1524716209722438e-06,3.1423863629767117e-13,1.631709831867512e-05,8.496287533562181e-09,2.0685396281377507e-05,7.525679276122741e-09,1.872849087074751e-05,9.823995384308198e-09,3.1419450712714585e-05,1.2446336098723052e-08,2.4698898490738942e-05,1.4680134448364785e-08,9.654183143188072e-06,1.226502976978254e-13,0.00010572853660805073,1.786283924560966e-08,3.121437087767784e-05,1.4412201035329074e-08,2.4054960292703948e-05,1.1967763318997285e-08,3.6642043738605476e-05,3.1788533294058133e-10,4.58602199555357e-05,2.333843189042675e-09,4.58602199555357e-05,2.333843189042675e-09,6.768590064092126e-06,5.84647837241659e-11,2.1242181777886123e-05,3.1782389375788794e-09,2.7957474575204886e-05,3.201754813355701e-09,4.002336302346758e-05,2.599843109394877e-09,6.38588985352831e-06,3.4912198694831186e-14,2.463330713092881e-06,2.314664036001308e-14,7.198577227540641e-06,1.573322482940885e-09
MAC,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,,,,,,,8.142016729591278e-06,5.748553716078747e-17,,,,,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,,,,,8.142016729591278e-06,5.748553716078747e-17,,,,,,,,,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,,,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,8.142016729591278e-06,5.748553716078747e-17,,,,,,,,,,,,,2.3879100199636296e-06,8.937622836626344e-19,2.4289613846609348e-06,6.3227160235580355e-19,7.929053380701494e-06,5.922651016692357e-15
HKG,0.015651343138864172,1.1149229270953428e-07,0.004781091531688143,9.693791306843646e-11,0.01502996615704402,1.0902742670605634e-07,0.018677055536129288,1.0886013912532793e-07,0.01639821381111809,1.1038584151645649e-07,,,,,,,0.0049815800781668335,9.613144086593616e-11,,,,,0.0190866885516026,1.0967232236926863e-07,0.004781091614152908,9.693791271672516e-11,,,,,0.018097889588969327,1.0913844205974049e-07,,,,,,,,,0.018810554013358093,1.0870345314302916e-07,0.018540846268396183,1.0878708130282857e-07,,,0.018473310733631974,1.0872071655563448e-07,0.015573866530027831,1.1110679438189879e-07,0.0186983788358465,1.0892050102655928e-07,0.018456073937277908,1.0873663785477661e-07,0.08541459084849118,8.146495600615058e-08,0.08541459084849118,8.146495600615058e-08,0.07216812890508063,8.569916749789038e-08,0.07542799998997457,8.094728008779029e-08,0.06649378721868898,8.361305869905685e-08,0.0608488260631298,8.254517111195638e-08,0.00025919249244763627,6.506398941400437e-13,0.00017277124077969962,6.3129351894319796e-15,0.017736534244409758,2.4358069966392573e-05
CHL,0.0002943762278005061,5.312031768256696e-08,,,0.00025757248390948623,7.324950838394884e-08,,,0.0002854815485946856,4.9571184450771056e-08,,,0.00020321146115789178,7.555430389380137e-08,1.1150049522874822e-06,1.0780730900784737e-18,,,,,0.0003991177985764556,2.0130069485535877e-10,0.00026439564376824233,5.8867377463383606e-08,,,0.0005517432635649684,5.0228675194802005e-11,,,0.0003213061734676767,5.799461521303473e-09,0.00032400988472051706,5.2223936847837825e-08,1.1150049522874822e-06,1.0780730900784737e-18,,,0.00025678370346352643,7.899848196125052e-08,0.0002561856250003197,4.5689372845138655e-09,0.0004034805884693225,7.61348978550278e-08,0.00030230150149247303,2.310023556401208e-09,1.1150049522874822e-06,1.0780730900784737e-18,0.00032077849283299736,5.5606069574893246e-08,,,0.0002567757107112108,2.2444652090661044e-12,8.789582353441338e-05,4.5141441068927064e-11,8.789582353441338e-05,4.5141441068927064e-11,4.410532717610612e-05,3.094567677139017e-11,0.00015638111388216068,6.944929488156103e-11,1.2922267178451166e-07,2.5198944336555493e-19,0.00011441393925560171,1.401556447176996e-10,4.071850184588539e-05,5.554226135362709e-14,1.5054209617027905e-05,2.637393434636821e-14,3.5840891065959255e-05,1.9493728833266567e-11
TCD,2.038324890622973e-05,5.1080118330216026e-12,7.6008787608589934e-06,3.2973964949543606e-15,1.9114010184798338e-05,9.995705238729758e-12,3.237933967006938e-05,4.852419657249057e-12,3.964722417214475e-05,7.180877218123181e-12,9.960442189804392e-06,5.248315799360228e-12,,,2.8836705406582416e-05,5.7537180648770755e-12,2.584559568640638e-05,6.112384985699819e-12,,,3.7378836746337895e-06,1.2421385362359305e-16,1.9572955566661644e-05,5.460166751847873e-12,2.3179318345669974e-06,4.37806631746839e-17,,,1.6877108988126854e-05,4.740143877731984e-12,,,1.3822652197056167e-05,4.928654838250812e-12,3.1120119108120834e-05,4.7085984495425314e-12,4.5714373012393246e-06,1.6926280294862503e-16,2.2653563535151633e-05,2.801657838824334e-11,1.7774451690652163e-05,5.117790035518677e-12,1.3964539168742505e-05,6.1808406982074945e-12,,,8.791563757917464e-06,4.740944412091865e-15,6.7463906918234834e-06,1.4243208704606116e-15,7.630774140857661e-06,5.049307405704997e-17,3.275687979874554e-05,6.601617557279241e-12,3.5081107556739452e-06,3.183713587953087e-14,3.5081107556739452e-06,3.183713587953087e-14,2.1004238929147936e-06,3.34523521275021e-14,4.908706171846282e-06,3.2016015459860624e-14,6.814348867010106e-07,2.664975876130115e-18,8.884015597790446e-06,7.138843407732606e-14,3.7747192583279028e-06,2.4473704615852793e-16,1.173789855783491e-06,1.4532106453569865e-16,1.7428464780304323e-06,2.34765175483419e-14
CAF,1.6995060618837068e-06,2.8614662655951194e-13,1.191958659573604e-06,1.8936703688063848e-13,1.7398040685867518e-06,2.817453975048861e-13,1.8856162608899005e-06,3.1965965521097343e-13,1.708597683185598e-06,3.6247365935752234e-13,3.165774071501211e-06,9.43893120626599e-13,,,1.7790268941008392e-06,2.706167050666327e-13,1.7587098381483035e-06,2.743987860464487e-13,1.4906604919657966e-06,3.350213842170486e-13,2.6691856456086725e-06,2.7988294560597696e-13,5.438110453281809e-06,1.1951838551455628e-12,1.917771188585903e-06,1.935436595076772e-13,,,2.04680998871822e-06,4.0298925617760944e-13,,,6.149903625869103e-06,1.8011001183528543e-12,2.811747057683979e-06,3.651693415379462e-13,8.477759808766595e-07,4.696875914903107e-18,3.0979652565995274e-06,2.8177401005492323e-12,1.7454869963845264e-06,2.996121266494297e-13,2.0508002487360915e-06,2.9250029434911023e-13,,,9.743207368705017e-07,2.150825407276374e-13,9.577711162518439e-07,6.255903454585014e-18,2.044087152159081e-06,5.012806352256072e-15,1.3448011033770346e-06,3.2192666186210154e-13,7.965511763197659e-07,1.467864436296782e-14,7.965511763197659e-07,1.467864436296782e-14,8.161606218509399e-07,3.5070513922245715e-14,1.020405967714287e-06,1.4677029716284647e-14,9.2731450974563e-07,3.881996109043664e-14,9.198269351891868e-07,1.2460408664733868e-14,1.907717651347782e-07,3.012380418662764e-18,1.342860801635093e-07,2.0506243101632213e-18,7.191385469825603e-07,1.7478125515817196e-14
CPV,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,1.565631178375749e-06,4.655830814448342e-13,,,1.6235338339284767e-06,1.2914280364682313e-13,,,1.5582017370662916e-06,6.059406023749839e-13,,,1.532283028840529e-06,1.1916384409648694e-13,,,,,,,5.376722248089356e-06,1.3674825833875738e-15,1.7812009250456985e-06,2.3425740001318285e-13,,,,,2.772037490018299e-06,7.229468684088034e-14,1.5262462154162878e-06,3.1894093460805056e-14,1.6775072306575676e-06,1.3500736991697225e-13,,,2.3057112949813257e-06,9.329682909994163e-14,1.756230313637827e-06,7.475995156783853e-14,1.7095209595774103e-06,5.876729179117208e-14,2.787091291422356e-06,7.61802948060186e-14,2.3832541724333153e-06,1.40294191700701e-13,,,1.716896724148702e-06,4.920830510810279e-13,3.2064417005279734e-06,4.250078586087749e-14,,,4.541588777921368e-06,7.993875558078725e-09,4.541588777921368e-06,7.993875558078725e-09,2.7080644582553385e-06,4.7308002975077176e-09,2.0030578965782658e-05,2.1676968174287365e-08,1.0463905787995429e-05,9.472059255733803e-09,3.952554156854596e-06,1.4315013048622133e-08,1.1158307762779346e-06,2.1753071704025397e-17,6.441709037098009e-07,2.4033153213236762e-17,1.3517331198578433e-06,3.2227605758632564e-09
CMR,2.2178116279759442e-05,8.644141223846301e-11,2.579321414600766e-05,1.0908919199657898e-10,3.165366788162513e-05,8.523062352061054e-11,1.660598045121727e-05,1.020876645858523e-10,2.8405763909251102e-05,1.1447522952403727e-10,2.091475701211081e-05,3.1582650041295703e-12,,,2.5287326851170204e-05,7.796694735584685e-11,2.9779321556250144e-05,7.993349603695917e-11,2.9270171624503335e-05,1.2338117590614863e-10,5.6109740398202655e-06,1.5004968829517465e-12,5.058082601626259e-05,9.481812239754018e-11,2.6469128114146072e-05,9.531436618983718e-11,,,2.7129880562915608e-05,1.1868925640952387e-12,,,1.6773600625475998e-05,9.949782817647936e-14,1.7324996435027865e-05,7.850587855135039e-13,,,7.81442379363632e-06,3.016038303730202e-13,2.221279357738442e-05,8.583386493312104e-11,3.427906430009378e-05,7.441193251715422e-11,,,2.662705603129539e-05,9.056504600861198e-11,,,3.963820705413543e-05,1.2786816573014068e-10,4.0271647960149025e-05,2.4889813132579943e-10,5.2084598257061056e-05,7.088666833915046e-11,5.2084598257061056e-05,7.088666833915046e-11,4.8932313190793075e-05,6.792004879496869e-11,0.0006326661542337426,2.0514024000081388e-10,4.1791785447367465e-05,4.697797218200944e-13,0.00011311746360915063,1.0612553397069274e-10,7.960583088327295e-06,1.0682273134112041e-14,7.3737158427528606e-06,1.1100329811322879e-14,1.9336021457342514e-05,5.2676343141370325e-11
KHM,5.4433149411548914e-05,3.6071249715969973e-08,8.410684182474266e-05,5.124633049423852e-08,6.591767431026824e-05,3.706776900515755e-08,6.521134040114043e-05,4.7040444667142365e-08,6.838165903859622e-05,5.480670717797583e-08,,,,,7.184245852187376e-05,3.5788347098874755e-08,6.7234990503362e-05,3.595768799769726e-08,7.40995392790132e-05,1.2046256801577012e-09,6.351527761956547e-05,5.632873921400134e-08,6.803848982010578e-05,3.8726032316533184e-08,0.00012023977269058035,1.274690465485536e-09,,,,,,,6.259956674805762e-05,1.2451344067583214e-09,8.588330408225633e-05,2.892221200622813e-12,,,,,6.922719799092882e-05,3.5776422239260025e-08,4.877470449763953e-05,3.914280791304452e-08,,,5.354564684358723e-05,5.8638676159716416e-08,,,4.904753834716132e-05,5.6146464070888334e-08,4.4051916266461205e-05,2.8773773265671216e-08,0.0002608961720171989,1.116448883527311e-08,0.0002608961720171989,1.116448883527311e-08,0.00042073119885798453,9.611897587271688e-09,0.00016993020801690234,1.2298417244597904e-08,0.00010436080329463674,1.664396812566171e-08,0.00026480443873191104,1.2225192769863448e-08,1.3995840514719305e-05,3.0688819959014238e-15,1.2263554682076376e-05,2.3082751750727012e-15,3.696926342334874e-05,8.44994306897405e-09
MMR,3.139914563860938e-05,2.120537862297555e-10,4.306740577197425e-05,4.9941111153938274e-12,3.2832417059571645e-05,2.0633167786218783e-10,3.044862579663649e-05,1.9349291891658008e-10,3.2829350693157037e-05,2.270703973651022e-10,3.418624418386813e-05,2.0913464777714795e-10,,,3.114443877540537e-05,1.8576582037982912e-10,3.4604615111793026e-05,3.167875592725717e-10,7.942927340345589e-06,3.769572601591555e-13,3.063397832208764e-05,1.911206584400146e-10,3.5719575937855466e-05,2.2292374944666885e-10,3.212099361058967e-05,2.034591781080618e-10,,,3.523471789437039e-05,2.236395762457277e-10,8.93813839451531e-05,5.594190742252796e-12,2.021846760092713e-05,3.3436166870994692e-12,2.8953988816555443e-05,2.1098174301767402e-10,3.102221486630422e-05,2.0384675933390347e-10,2.909133754071076e-05,2.6941925990803556e-10,3.152983843689493e-05,1.9164397780494e-10,3.676702300853801e-05,2.186836105900635e-10,,,3.940118629946417e-05,2.781781968043161e-10,3.116488096044585e-05,1.823068407036988e-10,4.797019588513606e-05,2.2096604486350473e-10,3.167655032819937e-05,1.9496182563049586e-10,5.160474468004325e-05,2.6737872356279185e-10,5.160474468004325e-05,2.6737872356279185e-10,3.8177595154594624e-05,2.1146546685805823e-10,4.243648161362448e-05,3.721920249560141e-10,3.514005921139746e-05,7.631803583088397e-10,5.245929064456433e-05,2.7723296704783947e-10,1.4344859764501786e-05,3.803472581674503e-15,1.062137223260208e-05,9.23476413152827e-15,3.0626650169151e-05,2.5774488762367357e-10
BDI,6.524501355694545e-05,6.743957917770295e-13,4.075040722489992e-05,1.0113382778341154e-13,0.00010492251847311563,6.431164426593862e-13,2.94196891477673e-05,1.0036347946759856e-13,0.00010307553377779362,6.319299245043477e-13,5.1451809655741e-05,6.874594390251239e-14,,,4.0923823512685196e-05,2.3316192889366464e-13,3.934892213971191e-05,1.0900681427563445e-13,,,8.104378170497803e-05,8.398136351274177e-13,0.00016551955502790077,8.367320596953281e-13,8.907615563004993e-05,5.818024045256366e-13,,,8.839364618423044e-05,5.941727203168958e-13,,,6.759169471285202e-05,4.549257245838767e-13,3.243823236308594e-05,1.7489481353537025e-13,2.0944109672193366e-05,3.5872167668795145e-15,0.00012120708487881102,6.006449193419904e-13,0.00013358661872354936,7.006440863397104e-13,8.76724931358256e-05,5.890320015854764e-13,,,6.621347167999726e-05,2.0172910652932247e-13,,,1.963113585581611e-05,3.5342854338177554e-13,4.7197688453709496e-05,1.3436862523270703e-13,8.749220331935889e-05,2.872094086769015e-13,8.749220331935889e-05,2.872094086769015e-13,9.571335839824916e-05,2.9742778996970363e-13,4.595810102299588e-05,2.558534801335986e-13,6.932831223570861e-05,1.2786097262202962e-13,8.723814136540062e-05,3.141099214285948e-13,4.464297316751592e-05,1.2689012346154377e-14,3.482520123028709e-05,1.4025747740469156e-14,5.791549372903373e-05,2.2297869306591013e-13
BFA,1.802099827545108e-05,1.6207646050785686e-12,4.946464963981247e-05,7.120088752148905e-14,2.066704214603716e-05,2.159159341266259e-12,1.8000815987521957e-05,1.5818018021801e-12,2.4032450096001177e-05,5.370938593500469e-12,1.4832756507627266e-05,1.5117760997290626e-12,,,1.5602801720709488e-05,6.8543452481751865e-12,9.396348318216126e-06,7.75715703693696e-14,,,2.2501411473780985e-05,5.649100750255382e-15,1.8482762475088384e-05,1.882913839341339e-12,,,,,1.5821285213538262e-05,1.4946885802281146e-12,,,1.6737712187444593e-05,1.4601706962530179e-12,2.436275227110803e-05,2.5254657426398028e-12,,,,,1.7750280286369568e-05,1.637674531429561e-12,2.3149093202314442e-05,1.717134952196086e-12,,,3.3317704639697685e-05,8.071589181996885e-12,,,1.8385517804712574e-05,6.710661158465293e-12,2.7558549043123472e-05,3.206749915592231e-12,9.209451398963855e-06,7.754029739988433e-14,9.209451398963855e-06,7.754029739988433e-14,8.018162449785928e-06,7.393228967514881e-14,9.900440715449256e-06,7.446949400703678e-14,8.328516689369847e-06,9.832157159603433e-14,1.0210698646894654e-05,1.0407733129859841e-13,5.265305555805343e-06,2.1401209328260338e-16,3.674355735690757e-06,1.984442299652137e-16,8.566639519144195e-06,6.751948724197373e-14
BGR,5.6011729220188936e-06,4.677285052954662e-13,,,5.784931437169456e-06,7.764900050261827e-13,5.615017357962614e-06,8.64347718647204e-16,5.562464288729448e-06,5.007078032630405e-13,,,5.121895353226687e-06,4.903021794392447e-13,,,,,,,4.1808340729608706e-06,2.8235768827449753e-13,5.765106221037869e-06,5.854270969534219e-13,2.3392774781213527e-06,5.339567329509921e-16,4.502574457283918e-06,4.222112413751678e-16,,,5.435567668708135e-06,4.975790709217631e-13,5.641851155289974e-06,4.881836321191977e-13,4.472264589385403e-06,4.614270146133429e-17,5.677296677798642e-06,3.6626902149377874e-13,5.388732974379957e-06,4.3764587480740803e-13,5.752109868979264e-06,5.028979439483847e-13,5.955953115731917e-06,4.567029042807141e-13,4.380542972312825e-06,5.288862710753997e-15,,,5.953711304786541e-06,6.522943529096064e-13,5.202812363271685e-06,8.789096942652577e-16,3.910880834646602e-06,9.142090166524103e-16,6.113578363448073e-06,9.094533578744505e-13,6.113578363448073e-06,9.094533578744505e-13,5.682768397807236e-06,1.0976901180671267e-12,4.245723279503192e-06,1.6222030120961259e-12,3.930163250407699e-06,1.6783264523821981e-12,4.88284646896742e-06,1.7972535481854786e-12,2.4018740064687952e-06,2.824921480024865e-17,2.3554031893204025e-06,2.932283750694035e-17,3.837336515412062e-06,8.585558850656823e-13
BRN,8.668842759018529e-07,2.913190636961143e-14,1.150875846209818e-06,5.688542792419779e-14,3.85921185527602e-06,2.2842309784611944e-14,,,1.9091681468667253e-06,2.60681413353031e-14,,,,,2.3630705931622723e-06,3.1376390262285555e-14,2.4938756606402648e-06,3.1677594495672604e-14,5.843662146443427e-07,3.880016931492664e-17,,,2.552023115699486e-06,3.139438126320534e-14,6.15103703314118e-07,3.762441725247426e-17,,,,,,,,,,,,,,,,,,,,,2.2126227314445544e-09,4.2453094528985245e-24,,,,,1.8489686150678818e-06,2.6493011541952935e-14,4.5507372555955485e-06,1.0226732628688518e-14,4.5507372555955485e-06,1.0226732628688518e-14,6.427778304059649e-06,1.1591650210197697e-14,1.805558432210048e-06,1.6015780386095323e-14,2.899363448855658e-06,1.4354180289870412e-14,2.300357891263098e-06,1.7548390976387425e-14,1.133949577984807e-07,1.362788720232899e-19,9.182488427967863e-09,5.20120317695609e-21,1.375179680963765e-06,1.3637067380952253e-14
BRA,0.00014051395426344692,5.5881423403117364e-09,0.0001495480533364171,1.0763374864592078e-08,0.0001803046465732569,1.775382746656105e-08,0.0001237772633814428,8.116686623037936e-09,0.00011230231890725574,1.0158085873606794e-08,,,0.000556847331287874,1.6353170564679386e-11,9.584998260092544e-06,2.035338590714266e-14,0.0001251536932745059,4.632775099794965e-09,0.00013462862313807657,4.088527410957347e-11,0.00016558831622536462,6.534414815550791e-09,0.00020624785431948167,1.0880026257063508e-08,0.00023490476525050118,9.306164605620334e-09,8.79963753847343e-05,2.476440196452283e-11,5.4071681430203617e-05,2.0018011990392883e-09,0.00015562633481562048,6.126731484872713e-13,0.0004577124103355201,1.3959694039309358e-11,5.001532166492424e-05,4.1664724670905713e-10,2.879273354290322e-05,2.1493567825793452e-11,0.00018794546202595514,6.381215716521563e-09,0.00016167582522032302,5.42728415385035e-09,0.0001348013691795558,5.864921483240747e-09,,,0.00022227950729093688,6.499439125740179e-09,0.00010057543645742351,4.825680199437593e-13,9.297291155421891e-05,9.85730871573845e-10,7.727524944004908e-05,1.4652188669632673e-08,3.9058807521072035e-05,5.418167701102995e-09,3.9058807521072035e-05,5.418167701102995e-09,2.4549421118439536e-05,9.160938144389582e-09,9.558719189060327e-05,2.251270912992506e-08,0.0001015345089520764,2.0239124699786334e-08,6.076619755644985e-05,2.201867046529959e-08,2.9546965917659233e-05,1.9601496396527132e-13,2.2264584959751772e-05,1.7218740464803662e-13,3.877049935734383e-05,5.20065279733847e-09
BWA,1.849933118241915e-05,1.7952013934745022e-13,2.290505751774153e-05,2.1714252053275747e-13,2.851403725641966e-05,5.472822313661657e-09,6.493732966393031e-05,3.487829290966431e-09,1.6226277334456287e-05,4.690408960736047e-09,1.5905471474879748e-05,3.727712328823416e-09,3.443898915827922e-05,2.413674490742695e-13,2.7314146660864778e-05,4.129534990833997e-09,3.0209474728097068e-05,2.4951371124333103e-13,,,3.0607580886989247e-05,2.0900289883538008e-13,1.2761832551474105e-05,2.341981890956393e-13,3.4238710467028944e-05,2.374204970914282e-13,,,2.612496193448073e-05,2.390671658188536e-09,1.1401029186547774e-05,4.104699297611056e-15,1.1642218993696795e-05,2.4945745996740935e-09,4.728297988534731e-06,3.235015265128724e-09,5.282290701693284e-05,1.4954991580744596e-09,1.2493452683460259e-05,3.1166118487078076e-13,1.119622365918383e-05,2.338790484486282e-09,2.0505097807956027e-05,1.8668650779819694e-09,,,1.0280066977116229e-05,2.2193233605751738e-13,9.704298485422541e-06,1.0802474849152224e-14,1.1045570517188068e-05,1.6570807636487647e-13,1.3364124134722595e-05,1.5487296578408696e-16,1.930051979289044e-06,3.310135374007411e-14,1.930051979289044e-06,3.310135374007411e-14,2.613844782312727e-06,5.143520293337401e-14,3.321072754535688e-06,6.512685784640783e-14,1.3207777248076187e-05,6.041011695862716e-14,3.7000369943239807e-06,8.858961636558869e-14,8.601724397063955e-07,2.0311842197918768e-17,1.606233105213745e-07,5.310151977604493e-18,3.624788142127352e-07,3.0687781750651817e-14
BIH,7.0140722165366685e-06,1.4802634301425081e-12,,,1.084194382711948e-05,1.4587973728183017e-12,,,7.556588544735135e-06,1.3848542682604708e-12,,,8.968713780870656e-06,1.4301140792630845e-12,,,,,,,7.131880187299441e-06,1.0198830018633708e-13,1.0378561486909828e-05,1.3589295888405059e-12,,,5.8947889744857055e-06,2.0067666175061025e-15,,,9.47732209686127e-06,2.781944432598434e-12,8.477689496553192e-06,1.378900951266542e-12,,,6.782187909109041e-06,1.714427445138647e-12,8.862186708497959e-06,1.4569466110666006e-12,6.210362258660747e-06,1.0770553826358668e-12,8.333710596020954e-06,8.992667699257904e-13,8.365538326184387e-06,1.1891685110991983e-12,,,7.504280448811896e-06,1.4049376772151032e-12,7.279463175205936e-06,2.6763795456471037e-13,,,4.039593619234216e-06,2.0077738742265905e-15,4.039593619234216e-06,2.0077738742265905e-15,4.636394436977534e-06,2.0222391708960498e-15,2.8944061345022603e-06,2.4609464006232645e-15,5.4125362677953485e-06,2.2014893522005905e-15,3.0521601330544937e-06,3.6489654930283745e-15,1.4621248735199097e-06,6.692837588871642e-17,3.472963332675085e-06,7.291285310901746e-17,4.569717857066642e-06,2.143336544747119e-15
BOL,3.9708679442751444e-05,6.180680089846356e-06,8.583371634111878e-05,3.203049737255218e-09,0.00042975267972981057,3.314473920430876e-06,4.238722782577966e-05,1.0825629789974501e-09,0.00018464385770643204,3.671594189988691e-06,,,0.0004069857423196999,1.6067044729251873e-06,4.119077013161187e-05,2.4159201511613878e-09,3.512923174456633e-05,2.345968627141372e-09,1.628890549533938e-08,1.2749983867544272e-16,0.00014160364638707336,1.929384632910003e-07,0.0007306810465022344,1.995001198958698e-06,0.00025458680780914657,4.1462440232550526e-07,,,4.543689236865712e-05,6.106689361046101e-10,8.391567611033806e-06,7.29130819790275e-14,0.00011445526966878268,2.124741501902592e-07,2.405071663387911e-05,2.0712676339058348e-10,4.327571456226796e-05,1.337630321409939e-10,0.0003411766834268467,1.4117666167442908e-06,0.00030513232610684157,2.1604665212373937e-07,0.0003536055737119754,1.9389484791100665e-07,,,3.790207692978385e-05,3.802148044588451e-09,0.00025193739046410233,4.2525569111406674e-06,2.3732223106983133e-05,1.887344997757004e-09,5.458460123412661e-05,1.6856721712621872e-09,3.429983271711153e-05,6.43104356698003e-11,3.429983271711153e-05,6.43104356698003e-11,4.293604723990895e-05,1.1533965523227422e-10,5.954652940687992e-05,1.3604009023666084e-10,5.353969469655678e-05,5.1177840068764305e-11,5.732293413964959e-05,1.0572852513547036e-10,1.2936947663444688e-05,1.2250311522812705e-13,1.612263173672941e-05,7.242207636550698e-14,2.379559508718228e-05,6.226484417159653e-11
